Category_ID,Total_Impact,Avg_Beta,A_mean
179,5.043747280761544e-05,0.13451674495381505,0.00037495312
1659,5.043191744073793e-05,1.0760154303184373,4.686914e-05
2042,5.0400346123780555e-05,0.1613012711971993,0.00031246094
479,5.0164957937253775e-05,0.80273965545176,6.249219e-05
249,5.0081769479504654e-05,0.2671361682853034,0.00018747656
1110,5.0055043265695735e-05,0.8009808008806876,6.249219e-05
1562,4.985862915892935e-05,0.2901228268746138,0.00017185352
1002,4.981430414611175e-05,0.2125676032154737,0.0002343457
2255,4.951680475052628e-05,0.6338943413021377,7.8115234e-05
894,4.9513739352634595e-05,0.12189520965780941,0.00040619922
167,4.9362941646485185e-05,0.18586018224952178,0.0002655918
1788,4.9128535651726e-05,0.3930774130344561,0.00012498438
882,4.8881436862880535e-05,0.3128803077885227,0.00015623047
2643,4.87867838018386e-05,0.5204574288502386,9.373828e-05
890,4.870191724161507e-05,0.11133258076004236,0.00043744533
243,4.8613225715054297e-05,0.07236361249962506,0.00067179103
328,4.8409605662441556e-05,0.4426574260095267,0.00010936133
2575,4.832281138323607e-05,0.257753885452747,0.00018747656
1062,4.825852022453768e-05,0.5148219127991291,9.373828e-05
925,4.824702486380102e-05,0.17156641344511367,0.00028121486
1018,4.7891745585904254e-05,0.7663637114716324,6.249219e-05
356,4.770619396766346e-05,1.0178593921456722,4.686914e-05
486,4.767601957040232e-05,0.17950862308299412,0.0002655918
2507,4.765877629711223e-05,0.2773220832170981,0.00017185352
2371,4.7501069392986425e-05,0.3800560555219665,0.00012498438
891,4.7108872963782584e-05,0.6030689610792317,7.8115234e-05
322,4.6840086927414044e-05,1.4990701392981665,3.1246094e-05
2532,4.6459479606447056e-05,0.037172230431094015,0.0012498437
1965,4.639387350178243e-05,0.9898597216498997,4.686914e-05
1768,4.6250959055670064e-05,0.17414301888376396,0.0002655918
1106,4.624136136640513e-05,0.05103132706508604,0.00090613676
1419,4.6209559749828686e-05,0.4225402065557941,0.00010936133
2044,4.609658314564709e-05,0.18440938053872247,0.00024996875
1248,4.530893476595174e-05,0.7250335728059313,6.249219e-05
2517,4.524358385785785e-05,1.44797565515303,3.1246094e-05
2578,4.486334185729469e-05,0.5743225694493179,7.8115234e-05
1215,4.4459826695044766e-05,1.4228922909599866,3.1246094e-05
2667,4.445602643715271e-05,0.25868557317223023,0.00017185352
839,4.4342535099639006e-05,0.567655409517389,7.8115234e-05
37,4.4340337843665376e-05,0.40544804176121846,0.00010936133
